File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	Biosample stage
ENCFF640BEI	bam	bam		unfiltered alignments	hg19	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF222EIH/, /files/ENCFF854UHG/, /files/ENCFF549HLL/	2101693521	ENCODE Processing Pipeline	036fb2e9aa138cfba4db5198d38bfa53		https://www.encodeproject.org/files/ENCFF640BEI/@@download/ENCFF640BEI.bam				released	s3://encode-public/2017/09/19/4634c028-57b8-4ae4-8655-c011193845c1/ENCFF640BEI.bam	low read depth, low spot score			embryonic_105_days
ENCFF553RKG	bam	bam		alignments	hg19	ENCSR148MFM	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF640BEI/	1854217327	ENCODE Processing Pipeline	3bb5e9f6e9c59799965d43ba09419584		https://www.encodeproject.org/files/ENCFF553RKG/@@download/ENCFF553RKG.bam				released	s3://encode-public/2017/09/19/c4098548-d463-441d-8a11-26175bc4236a/ENCFF553RKG.bam	low read depth, low spot score			embryonic_105_days
ENCFF433HAV	bam	bam		unfiltered alignments	hg19	ENCSR986HEN	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_7							/files/ENCFF554OEC/, /files/ENCFF719GVR/, /files/ENCFF974YUN/, /files/ENCFF733MIZ/, /files/ENCFF694DBL/, /files/ENCFF795TJS/, /files/ENCFF138BJK/, /files/ENCFF549HLL/	2053613002	ENCODE Processing Pipeline	c846d33d36570078fda738126e9a348c		https://www.encodeproject.org/files/ENCFF433HAV/@@download/ENCFF433HAV.bam				released	s3://encode-public/2017/09/19/24c089d7-44b3-4097-93de-de3f8d81e180/ENCFF433HAV.bam	low read depth, low spot score			embryonic_105_days
ENCFF232HEX	bam	bam		alignments	hg19	ENCSR986HEN	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_7							/files/ENCFF433HAV/	1491151368	ENCODE Processing Pipeline	1ea66ffd9f6d5a4c30f2811d42854be3		https://www.encodeproject.org/files/ENCFF232HEX/@@download/ENCFF232HEX.bam				released	s3://encode-public/2017/09/19/ff89caff-5cba-42ae-90d0-f8f59e8227ae/ENCFF232HEX.bam	low read depth, low spot score			embryonic_105_days
ENCFF680OSV	bam	bam		unfiltered alignments	hg19	ENCSR000EOF	DNase-seq	CL:0002304	non-pigmented ciliary epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001DJT/, /files/ENCFF549HLL/	1646391383	ENCODE Processing Pipeline	de27207854b226558bb90935f3f88d19		https://www.encodeproject.org/files/ENCFF680OSV/@@download/ENCFF680OSV.bam				released	s3://encode-public/2017/09/05/feb76e2d-64b6-43ff-9f71-f804007880ed/ENCFF680OSV.bam	low read depth			
ENCFF521CIN	bam	bam		unfiltered alignments	hg19	ENCSR000EOF	DNase-seq	CL:0002304	non-pigmented ciliary epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001DJO/, /files/ENCFF549HLL/	1734257585	ENCODE Processing Pipeline	128daad4b9da92e27032c1a2ca98e765		https://www.encodeproject.org/files/ENCFF521CIN/@@download/ENCFF521CIN.bam				released	s3://encode-public/2017/09/05/925ab0ae-688c-481e-a27d-03bead34389e/ENCFF521CIN.bam	low read depth			
ENCFF221CAO	bam	bam		alignments	hg19	ENCSR000EOF	DNase-seq	CL:0002304	non-pigmented ciliary epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF680OSV/	1282166342	ENCODE Processing Pipeline	a30bcfc49594f6879175a9ea8c748273		https://www.encodeproject.org/files/ENCFF221CAO/@@download/ENCFF221CAO.bam				released	s3://encode-public/2017/09/05/4f5cd2f6-6ba6-4b57-ac86-b89aa9cbc079/ENCFF221CAO.bam	low read depth			
ENCFF350PRK	bam	bam		alignments	hg19	ENCSR000EOF	DNase-seq	CL:0002304	non-pigmented ciliary epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF521CIN/	1345872103	ENCODE Processing Pipeline	cf0a005addc73664f37a5c4f6af15123		https://www.encodeproject.org/files/ENCFF350PRK/@@download/ENCFF350PRK.bam				released	s3://encode-public/2017/09/05/8e36303f-fcd8-4161-8f4a-fa6c51f88bc7/ENCFF350PRK.bam	low read depth			
ENCFF652AYC	bam	bam		unfiltered alignments	hg19	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001DNF/, /files/ENCFF549HLL/	1984357291	ENCODE Processing Pipeline	7aba0973b53c6215ee3267c01b0eaa58		https://www.encodeproject.org/files/ENCFF652AYC/@@download/ENCFF652AYC.bam				released	s3://encode-public/2017/09/05/a6eff864-2f31-4e54-9a60-2b70291999f1/ENCFF652AYC.bam	low read depth			
ENCFF290UMX	bam	bam		unfiltered alignments	hg19	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001DNE/, /files/ENCFF549HLL/	1750449749	ENCODE Processing Pipeline	d72c132a7e352ab8722f2a85477d3e4d		https://www.encodeproject.org/files/ENCFF290UMX/@@download/ENCFF290UMX.bam				released	s3://encode-public/2017/09/05/3df78538-a452-4a53-a59d-302af2cad02d/ENCFF290UMX.bam	low read depth			
ENCFF677QMN	bam	bam		alignments	hg19	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF652AYC/	1558629085	ENCODE Processing Pipeline	f6ba173006255b432695cbf14fbc91b1		https://www.encodeproject.org/files/ENCFF677QMN/@@download/ENCFF677QMN.bam				released	s3://encode-public/2017/09/05/da14f8cc-7dbd-488a-841b-da25ff1c9a6f/ENCFF677QMN.bam	low read depth			
ENCFF671BQX	bam	bam		alignments	hg19	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF290UMX/	1372976460	ENCODE Processing Pipeline	02a02dd10c09d6cfbc5b1c63da234b97		https://www.encodeproject.org/files/ENCFF671BQX/@@download/ENCFF671BQX.bam				released	s3://encode-public/2017/09/05/d6567a2a-a589-4a73-b652-4b4d74763b24/ENCFF671BQX.bam	low read depth			
ENCFF537LHD	bam	bam		unfiltered alignments	hg19	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF466QDD/, /files/ENCFF559KID/, /files/ENCFF549HLL/	1048251259	ENCODE Processing Pipeline	f0ac60002a2c7c26d759ec9863a9a011		https://www.encodeproject.org/files/ENCFF537LHD/@@download/ENCFF537LHD.bam				released	s3://encode-public/2017/09/19/3baae326-c982-44e8-8425-a2ce90147c97/ENCFF537LHD.bam			extremely low read depth	adult_37_years
ENCFF426VNY	bam	bam		alignments	hg19	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF537LHD/	857919715	ENCODE Processing Pipeline	2fe4e15054fb1013e207538a1be65373		https://www.encodeproject.org/files/ENCFF426VNY/@@download/ENCFF426VNY.bam				released	s3://encode-public/2017/09/19/84f2bcb5-ae46-4f5a-a9de-a048cf23dbc9/ENCFF426VNY.bam			extremely low read depth	adult_37_years
ENCFF226IOY	bam	bam		unfiltered alignments	hg19	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF389EBX/, /files/ENCFF137GCU/, /files/ENCFF132APE/, /files/ENCFF899VDP/, /files/ENCFF406HKI/, /files/ENCFF325WIV/	24014646173	ENCODE Processing Pipeline	193ffa2ca664d19e5f6e8e84cc36d0f2		https://www.encodeproject.org/files/ENCFF226IOY/@@download/ENCFF226IOY.bam				released	s3://encode-public/2017/09/10/cf476b5b-a278-47c3-91bc-94ca55de7418/ENCFF226IOY.bam	low spot score			embryonic_59_days,76_days
ENCFF248WPX	bam	bam		unfiltered alignments	hg19	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				2	2_1							/files/ENCFF549HLL/, /files/ENCFF872MUK/, /files/ENCFF250ACS/, /files/ENCFF215OEK/, /files/ENCFF968CAT/, /files/ENCFF489YXE/, /files/ENCFF654SGF/, /files/ENCFF280VUZ/, /files/ENCFF229OLT/	15486743821	ENCODE Processing Pipeline	4031483f2569e51c3f8edfc73c9e96fb		https://www.encodeproject.org/files/ENCFF248WPX/@@download/ENCFF248WPX.bam				released	s3://encode-public/2017/09/10/5d9bcf58-92d9-4e23-b87a-966daea3c8e5/ENCFF248WPX.bam	low spot score			embryonic_59_days,76_days
ENCFF352BKQ	bam	bam		alignments	hg19	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				1	1_1							/files/ENCFF226IOY/	16296782437	ENCODE Processing Pipeline	28459e4655b577f171fd62164516a3b1		https://www.encodeproject.org/files/ENCFF352BKQ/@@download/ENCFF352BKQ.bam				released	s3://encode-public/2017/09/10/59b60cc7-ac2c-4539-9414-a2c4a5356b87/ENCFF352BKQ.bam	low spot score			embryonic_59_days,76_days
ENCFF813XJE	bam	bam		alignments	hg19	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				2	2_1							/files/ENCFF248WPX/	10417552176	ENCODE Processing Pipeline	e14c59258395686b9f7848a6df698f15		https://www.encodeproject.org/files/ENCFF813XJE/@@download/ENCFF813XJE.bam				released	s3://encode-public/2017/09/10/172a226e-5bc6-4013-805e-088b46f4ed04/ENCFF813XJE.bam	low spot score			embryonic_59_days,76_days
ENCFF829VCO	bam	bam		unfiltered alignments	hg19	ENCSR354FBA	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF706CDD/, /files/ENCFF292KJL/, /files/ENCFF549HLL/	1229903675	ENCODE Processing Pipeline	e7066449bc0ebb29b9e07abb381ac27c		https://www.encodeproject.org/files/ENCFF829VCO/@@download/ENCFF829VCO.bam				released	s3://encode-public/2017/09/19/94f0cf4f-7000-48fb-b8d0-885e281ef6e1/ENCFF829VCO.bam	low spot score		extremely low read depth	embryonic_115_days
ENCFF796WAK	bam	bam		alignments	hg19	ENCSR354FBA	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF829VCO/	960537361	ENCODE Processing Pipeline	910c6eaca2d71e5382866622e9c6903e		https://www.encodeproject.org/files/ENCFF796WAK/@@download/ENCFF796WAK.bam				released	s3://encode-public/2017/09/19/2d61f7db-808a-4c5e-b446-80803e3bf682/ENCFF796WAK.bam	low spot score		extremely low read depth	embryonic_115_days
ENCFF851KNC	bam	bam		unfiltered alignments	hg19	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF296VDO/, /files/ENCFF943APV/, /files/ENCFF549HLL/	1517926886	ENCODE Processing Pipeline	a9ec69deaaee73bbe56f7fce3c5355a3		https://www.encodeproject.org/files/ENCFF851KNC/@@download/ENCFF851KNC.bam				released	s3://encode-public/2017/09/19/11333efb-a05b-44ab-a8ae-d5b48522f7b6/ENCFF851KNC.bam	low read depth, low spot score			embryonic_127_days
ENCFF845MVQ	bam	bam		alignments	hg19	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF851KNC/	1298508476	ENCODE Processing Pipeline	6a3c47767fd6c7ac7b4e47177236d417		https://www.encodeproject.org/files/ENCFF845MVQ/@@download/ENCFF845MVQ.bam				released	s3://encode-public/2017/09/19/034950cc-7bc9-4383-8913-8350612216b2/ENCFF845MVQ.bam	low read depth, low spot score			embryonic_127_days
ENCFF171SET	bam	bam		unfiltered alignments	hg19	ENCSR318JAA	DNase-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF639WUS/, /files/ENCFF657QAX/, /files/ENCFF946SSJ/, /files/ENCFF549HLL/	1570345863	ENCODE Processing Pipeline	b88699e5977937efd2f1e337f39026b9		https://www.encodeproject.org/files/ENCFF171SET/@@download/ENCFF171SET.bam				released	s3://encode-public/2017/09/19/c256a604-4ad1-40ca-95af-0dac7995228d/ENCFF171SET.bam	low read depth, low spot score			embryonic_105_days
ENCFF896VBP	bam	bam		alignments	hg19	ENCSR318JAA	DNase-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF171SET/	1139202055	ENCODE Processing Pipeline	2b24ed9468ff2b6401c9f4453a11e76b		https://www.encodeproject.org/files/ENCFF896VBP/@@download/ENCFF896VBP.bam				released	s3://encode-public/2017/09/19/0f89f363-beba-4109-bfd1-af0f91432599/ENCFF896VBP.bam	low read depth, low spot score			embryonic_105_days
ENCFF130SYH	bam	bam		unfiltered alignments	hg19	ENCSR118WIQ	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF258YQQ/, /files/ENCFF297ZRF/, /files/ENCFF549HLL/	1790923266	ENCODE Processing Pipeline	879c9acccfa44f93f04813c635cbcbca		https://www.encodeproject.org/files/ENCFF130SYH/@@download/ENCFF130SYH.bam				released	s3://encode-public/2017/09/19/73676f99-ac7e-4317-8f84-986f8164862c/ENCFF130SYH.bam	low read depth, low spot score			embryonic_112_days
ENCFF542NTO	bam	bam		alignments	hg19	ENCSR118WIQ	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF130SYH/	1559756069	ENCODE Processing Pipeline	8040c3b21b9dc7898bd3c30de50405e0		https://www.encodeproject.org/files/ENCFF542NTO/@@download/ENCFF542NTO.bam				released	s3://encode-public/2017/09/19/54b42ae1-5d14-458c-a7a7-2ed0c20e12e0/ENCFF542NTO.bam	low read depth, low spot score			embryonic_112_days
ENCFF643SCX	bam	bam		unfiltered alignments	hg19	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF895VUK/, /files/ENCFF144ZQA/, /files/ENCFF549HLL/	1015389369	ENCODE Processing Pipeline	2728b3199b511a81c5b3d7c6dc0d62a7		https://www.encodeproject.org/files/ENCFF643SCX/@@download/ENCFF643SCX.bam				released	s3://encode-public/2017/09/19/9b747389-45f2-461e-aa3a-78413ef9c950/ENCFF643SCX.bam	low read depth			embryonic_91_days
ENCFF061BJE	bam	bam		alignments	hg19	ENCSR762FCX	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF643SCX/	846675142	ENCODE Processing Pipeline	c259af8324318cc8101646dffa077c2e		https://www.encodeproject.org/files/ENCFF061BJE/@@download/ENCFF061BJE.bam				released	s3://encode-public/2017/09/19/1d1788db-ef84-42d5-a16e-84aea03c4c3e/ENCFF061BJE.bam	low read depth			embryonic_91_days
ENCFF650JYZ	bam	bam		unfiltered alignments	hg19	ENCSR438TWI	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF976PDL/, /files/ENCFF358PEY/, /files/ENCFF203RGL/, /files/ENCFF549HLL/	1739563138	ENCODE Processing Pipeline	fc2c212a2f98ae5a3886baab72581982		https://www.encodeproject.org/files/ENCFF650JYZ/@@download/ENCFF650JYZ.bam				released	s3://encode-public/2017/09/19/a0208866-63ab-4ffe-9ea3-ef030e30edc5/ENCFF650JYZ.bam	low read depth			embryonic_96_days
ENCFF065ECG	bam	bam		alignments	hg19	ENCSR438TWI	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF650JYZ/	1484824264	ENCODE Processing Pipeline	e100220bbacb48478954bc089f265f8d		https://www.encodeproject.org/files/ENCFF065ECG/@@download/ENCFF065ECG.bam				released	s3://encode-public/2017/09/19/aaaf75d6-c9e3-4459-bce7-8488bf66e750/ENCFF065ECG.bam	low read depth			embryonic_96_days
ENCFF439WXV	bam	bam		unfiltered alignments	hg19	ENCSR129KIV	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF216XPC/, /files/ENCFF549HLL/	1299064968	ENCODE Processing Pipeline	11710677cd664be443abfe156be3af51		https://www.encodeproject.org/files/ENCFF439WXV/@@download/ENCFF439WXV.bam				released	s3://encode-public/2017/09/19/e08ed0b2-e176-4cb1-b998-19e6c150d197/ENCFF439WXV.bam	low read depth			embryonic_108_days
ENCFF039ULZ	bam	bam		alignments	hg19	ENCSR129KIV	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF439WXV/	1051256212	ENCODE Processing Pipeline	ce81b90a0934358be34c4f3c0552f9fc		https://www.encodeproject.org/files/ENCFF039ULZ/@@download/ENCFF039ULZ.bam				released	s3://encode-public/2017/09/19/c2fb2a50-4a0a-4827-a8be-1f3c96954b03/ENCFF039ULZ.bam	low read depth			embryonic_108_days
ENCFF381CTG	bam	bam		unfiltered alignments	hg19	ENCSR017TFH	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF468LUI/, /files/ENCFF549HLL/	1700416943	ENCODE Processing Pipeline	e2347270b74854a7ef7083c10737a452		https://www.encodeproject.org/files/ENCFF381CTG/@@download/ENCFF381CTG.bam				released	s3://encode-public/2017/09/19/68666741-7ed7-4e3d-878e-f5205eed1e81/ENCFF381CTG.bam	low read depth			embryonic_87_days
ENCFF523OTV	bam	bam		alignments	hg19	ENCSR017TFH	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF381CTG/	1328540045	ENCODE Processing Pipeline	c97d0acea1ef58a184ea0aa111052c48		https://www.encodeproject.org/files/ENCFF523OTV/@@download/ENCFF523OTV.bam				released	s3://encode-public/2017/09/19/ab6bd62e-ca15-42e9-8e36-9ffc79234941/ENCFF523OTV.bam	low read depth			embryonic_87_days
ENCFF837KUH	bam	bam		unfiltered alignments	hg19	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF535UWJ/, /files/ENCFF758COH/, /files/ENCFF663DGQ/, /files/ENCFF002FGF/, /files/ENCFF888HCI/, /files/ENCFF670DLJ/	10916051407	ENCODE Processing Pipeline	cabe7a47b281c2aaf28bc7b2c0758014		https://www.encodeproject.org/files/ENCFF837KUH/@@download/ENCFF837KUH.bam				released	s3://encode-public/2017/09/19/fca86a7f-3708-40f4-9d2d-f3c1e528ac16/ENCFF837KUH.bam	low spot score			embryonic_101_days,103_days
ENCFF429STS	bam	bam		unfiltered alignments	hg19	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				2	2_1							/files/ENCFF549HLL/, /files/ENCFF451JKP/, /files/ENCFF278MXV/, /files/ENCFF561WTR/, /files/ENCFF878QTI/, /files/ENCFF832WAW/, /files/ENCFF689CSS/, /files/ENCFF023NTS/, /files/ENCFF032CNY/	14540859841	ENCODE Processing Pipeline	822e3ea8ee98b10b3ca70f21aa2b47b4		https://www.encodeproject.org/files/ENCFF429STS/@@download/ENCFF429STS.bam				released	s3://encode-public/2017/09/19/f42b54ac-2f5a-4a08-9c0a-d6700d13ecd2/ENCFF429STS.bam	low spot score			embryonic_101_days,103_days
ENCFF566BGJ	bam	bam		alignments	hg19	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1							/files/ENCFF837KUH/	8784767232	ENCODE Processing Pipeline	21de4971b68348a4ac06d15a082dffce		https://www.encodeproject.org/files/ENCFF566BGJ/@@download/ENCFF566BGJ.bam				released	s3://encode-public/2017/09/19/0cad0aae-6606-4d86-b427-97750788cf2f/ENCFF566BGJ.bam	low spot score			embryonic_101_days,103_days
ENCFF519UYK	bam	bam		alignments	hg19	ENCSR746RDJ	DNase-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				2	2_1							/files/ENCFF429STS/	5560758110	ENCODE Processing Pipeline	7ddea28e52e24f2d4e8b56a7901305e2		https://www.encodeproject.org/files/ENCFF519UYK/@@download/ENCFF519UYK.bam				released	s3://encode-public/2017/09/19/21fa1953-b115-4573-8819-1787b2d23d89/ENCFF519UYK.bam	low spot score			embryonic_101_days,103_days
ENCFF720NYY	bam	bam		unfiltered alignments	hg19	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF450AJZ/, /files/ENCFF549HLL/	1218979487	ENCODE Processing Pipeline	5a0a02d89dbdba77a3d0b36e4fe79124		https://www.encodeproject.org/files/ENCFF720NYY/@@download/ENCFF720NYY.bam				released	s3://encode-public/2017/09/19/48c7918a-e654-491a-9d8e-694931acd960/ENCFF720NYY.bam	low read depth, low spot score		extremely low read depth	embryonic_91_days
ENCFF401YCX	bam	bam		alignments	hg19	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF720NYY/	939173776	ENCODE Processing Pipeline	984d8cea035b9baee31e6c46ec689f39		https://www.encodeproject.org/files/ENCFF401YCX/@@download/ENCFF401YCX.bam				released	s3://encode-public/2017/09/19/7762d51d-903f-4532-b50c-3fd4fbc42fd7/ENCFF401YCX.bam	low read depth, low spot score		extremely low read depth	embryonic_91_days
ENCFF230AFY	bam	bam		unfiltered alignments	hg19	ENCSR800QGE	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF469QEG/, /files/ENCFF696JOR/, /files/ENCFF549HLL/	1481799503	ENCODE Processing Pipeline	c8071d64acf4d47da10fca2202cea796		https://www.encodeproject.org/files/ENCFF230AFY/@@download/ENCFF230AFY.bam				released	s3://encode-public/2017/09/19/8f3e1a22-4c9b-4eaf-926c-16a928335c83/ENCFF230AFY.bam	low read depth, low spot score			embryonic_103_days
